vendor_id,vendor_name,category,contact_person,email,phone_number,address,status,bucket,date_added,last_interaction_date,performance_rating
VEN-1128,Industrial Mixers Ltd.,Manufacturing Equipment,Terri Waters,christophergallegos@example.com,650.453.0895,"93706 Robin Greens Apt. 155, Port Kayla, RI 69877",Potential,Key Supplier,2025-04-25,2025-05-14,4.5
VEN-1129,Line Automation Systems,Manufacturing Equipment,Megan Davis,denisepalmer@example.org,001-425-833-4243x892,"23475 Kennedy Course, South John, VA 46144",Under Review,Transactional,2024-12-18,2025-09-23,2.8
VEN-1130,ColdChain Logistics,Logistics & Distribution,Crystal Martinez,kylealvarez@example.org,8618168586,"48058 Melissa Via, Port Johnbury, MO 59561",Active,Transactional,2022-12-24,2024-05-18,3.4
VEN-1131,Farm Fresh Organics,Raw Materials,Nancy Campbell,ericagilbert@example.com,001-339-753-9557x601,"59867 Chase Viaduct Suite 204, South Seanside, AL 28899",Onboarding,Strategic Partner,2024-11-12,2024-11-17,4.7
VEN-1132,Line Automation Systems,Manufacturing Equipment,Brandy Rose,cassandraparker@example.com,001-693-384-8777x45853,"49114 Mary Brooks Apt. 721, Kevinport, IA 71991",Active,Key Supplier,2025-07-05,2025-10-10,4.0
VEN-1133,Sugar & Spice Corp,Raw Materials,Robert Kent DDS,kwinters@example.com,001-791-255-7070x2231,"784 Martinez Orchard Suite 555, Adrianville, AK 44317",Inactive,Niche Supplier,2024-01-19,2024-07-31,4.4
VEN-1134,Brand Builders Co.,Marketing & Advertising,Christopher Lawrence,ystone@example.org,001-339-623-8094x26579,"9454 Anthony Valleys, Jonesberg, FM 58249",Under Review,Transactional,2024-06-24,2025-01-19,2.6
VEN-1135,Creative Edge Agency,Marketing & Advertising,Mr. Victor Garcia DDS,casey64@example.com,9596875060,"506 Kelly Corner, North Vincentton, AZ 41023",Onboarding,Transactional,2024-09-08,2024-11-29,3.5
VEN-1136,ColdChain Logistics,Logistics & Distribution,Christopher Moore,wgray@example.com,(695)914-4443x246,"36810 Megan Drives, South Karenborough, SC 60378",Onboarding,Transactional,2023-07-22,2023-11-19,4.9
VEN-1137,Farm Fresh Organics,Raw Materials,Russell Bridges,april28@example.com,6478530956,"3191 Kimberly Stravenue, Lake Melanieside, LA 64019",Under Review,Transactional,2023-04-11,2023-08-21,4.7
VEN-1138,PackRight Solutions,Packaging,Kayla Ellis,jessica11@example.org,2436436305,"2648 Swanson Tunnel Apt. 765, Nixonchester, WA 02921",Potential,Key Supplier,2022-11-26,2024-12-25,3.3
VEN-1139,GlassWorks Containers,Packaging,Jessica Garcia,perezperry@example.net,+1-997-554-0210x783,"PSC 0050, Box 4635, APO AA 01947",Potential,Transactional,2023-09-06,2025-07-03,4.5
VEN-1140,GlassWorks Containers,Packaging,David Perry,merrittbenjamin@example.net,468-434-7468x633,"394 Pamela Trace Apt. 397, Katherinebury, SC 49761",Inactive,Transactional,2025-01-23,2025-02-05,3.8
VEN-1141,Swift Haulage,Logistics & Distribution,Bonnie Murphy,tami41@example.net,001-722-338-0423,"26927 May Courts, Port Susanberg, MP 22508",Inactive,Transactional,2024-06-02,2025-01-16,2.8
VEN-1142,Global Agri-Products,Raw Materials,Kimberly Lang,nwilson@example.org,(744)207-2604x14442,"539 Hunter Key, Popeside, GA 23654",Inactive,Niche Supplier,2023-03-30,2023-12-04,4.1
VEN-1143,Digital Reach Marketing,Marketing & Advertising,Philip Haney,shermandenise@example.org,560-207-1788,"03152 Garcia Unions Apt. 069, West Ann, AK 47035",Active,Transactional,2023-11-14,2024-12-07,3.6
VEN-1144,Creative Edge Agency,Marketing & Advertising,Morgan Jones,hmiller@example.org,+1-794-568-9385x937,"6411 Morrow Hill, Port Bill, FM 53229",Inactive,Transactional,2024-12-22,2025-02-14,4.4
VEN-1145,Sugar & Spice Corp,Raw Materials,Aaron Miller,anthony91@example.net,(515)923-1630x812,"894 Floyd Stream Apt. 019, Langshire, OH 94054",Onboarding,Niche Supplier,2025-10-13,2025-10-17,2.8
VEN-1146,Digital Reach Marketing,Marketing & Advertising,Brandon Shaw,anthonywalker@example.com,+1-991-321-8776x120,"3546 Christina Wall Apt. 226, Ryanland, MN 23801",Onboarding,Key Supplier,2024-05-14,2025-05-09,4.1
VEN-1147,PackRight Solutions,Packaging,Lauren Shelton,ericafry@example.net,8495580157,"PSC 7491, Box 9766, APO AA 36012",Potential,Key Supplier,2025-09-09,2025-09-12,2.6
VEN-1148,Farm Fresh Organics,Raw Materials,Amy Thompson,candicetorres@example.net,289-905-7493x132,"2269 Butler Heights, Port Colleenshire, ID 01800",Potential,Niche Supplier,2023-01-23,2023-06-05,3.2
VEN-1149,Nationwide Freight,Logistics & Distribution,Robert Lester,elizabeth37@example.net,+1-359-275-7078x827,"4944 Simpson Path, New David, PR 53626",Active,Transactional,2023-07-23,2024-04-18,4.9
VEN-1150,Global Agri-Products,Raw Materials,Stephen Lopez,joseph41@example.net,+1-415-399-2767x38310,"90529 Joseph Cliff, Lake Mollyfurt, UT 33239",Inactive,Key Supplier,2023-02-03,2024-03-30,4.6
VEN-1151,Digital Reach Marketing,Marketing & Advertising,Erika Turner,craigbrown@example.org,(755)513-2096x3390,"891 Parks Port Apt. 636, Port Austinside, FM 95228",Onboarding,Transactional,2024-10-28,2025-06-06,4.7
VEN-1152,Creative Edge Agency,Marketing & Advertising,Kevin Ross,ujohnson@example.org,+1-283-906-9937,"PSC 4229, Box 7886, APO AA 52780",Active,Key Supplier,2025-09-03,2025-10-11,3.1
VEN-1153,ERP Innovators,IT & Software,Anthony Ray,ssanchez@example.net,296-917-9298x2211,"Unit 5370 Box 8547, DPO AE 49528",Inactive,Key Supplier,2025-04-23,2025-09-09,4.3
VEN-1154,Digital Reach Marketing,Marketing & Advertising,Brian Smith,hessmichael@example.com,001-326-439-9702,"39369 Smith Pine Suite 548, Lake Ryanburgh, OK 25505",Potential,Transactional,2024-12-07,2025-04-27,4.0
VEN-1155,ColdChain Logistics,Logistics & Distribution,Katie Silva,ssnyder@example.net,889.809.3165,"125 Catherine Coves, Barneshaven, NH 03118",Active,Strategic Partner,2023-06-17,2024-01-30,4.7
VEN-1156,Brand Builders Co.,Marketing & Advertising,Michael Clark,orivera@example.org,001-366-222-5352x807,"37858 Joseph River, Lopezshire, KS 17030",Active,Strategic Partner,2024-12-06,2025-06-22,3.6
VEN-1157,SecureNet IT Solutions,IT & Software,Nancy Thompson,brittany13@example.net,644-703-1560x97936,"981 Hannah Wall Suite 320, Lake Cassandra, KS 54626",Inactive,Strategic Partner,2025-05-17,2025-06-12,2.8
VEN-1158,ProPack Machinery,Manufacturing Equipment,Russell Bruce,tduncan@example.net,001-690-680-3667,"5967 Vazquez Corner Suite 702, Port Robert, NH 92583",Onboarding,Niche Supplier,2025-08-10,2025-10-18,2.8
VEN-1159,ColdChain Logistics,Logistics & Distribution,Mr. Douglas Buchanan,steven38@example.net,716.772.7181,"6905 Harris Flats, Hilltown, UT 28421",Onboarding,Transactional,2025-07-24,2025-08-07,3.5
VEN-1160,DataFlow Analytics,IT & Software,Michael Smith,jesse62@example.net,708.307.2728x2993,"11048 Mcmillan Squares, Port Nicole, VT 31344",Active,Niche Supplier,2023-03-05,2025-05-02,3.0
VEN-1161,Swift Haulage,Logistics & Distribution,Laura Harris,greenejoshua@example.com,(309)818-2373,"0603 Hensley Dale, New Ashleymouth, MO 78889",Onboarding,Transactional,2023-09-20,2024-07-17,4.0
VEN-1162,ColdChain Logistics,Logistics & Distribution,Troy Turner,vcastillo@example.net,001-315-944-0796x0996,"3511 Kayla Key Suite 688, North Ricky, AL 30694",Inactive,Strategic Partner,2022-11-29,2025-07-27,3.6
VEN-1163,ERP Innovators,IT & Software,Carla Bennett,drobinson@example.org,(643)979-4790x8177,"5843 Adrian Brooks, East Lindsaybury, NM 42005",Under Review,Key Supplier,2024-05-08,2024-08-13,4.9
VEN-1164,ProPack Machinery,Manufacturing Equipment,James Hale,klambert@example.com,001-772-407-6207x225,"24847 Miller Circles, New Josephbury, CA 61070",Under Review,Key Supplier,2024-07-04,2024-07-31,4.4
VEN-1165,Creative Edge Agency,Marketing & Advertising,Jeremy Everett,moodyleah@example.net,632.442.3105x700,"598 Shaw Expressway Apt. 826, East Amyfurt, PA 18424",Under Review,Key Supplier,2024-10-15,2024-12-03,3.5
VEN-1166,Nationwide Freight,Logistics & Distribution,Stephanie Williams,christinetucker@example.com,4842921544,"5587 Young Plaza Apt. 804, Calvinhaven, CA 53062",Inactive,Key Supplier,2023-08-18,2025-08-22,3.7
VEN-1167,GlassWorks Containers,Packaging,Holly Jones,castanedatanner@example.org,(853)699-2689x9656,"687 Alyssa Parks Apt. 557, South Julie, OR 52263",Under Review,Key Supplier,2025-04-14,2025-09-09,2.7
VEN-1168,GlassWorks Containers,Packaging,Joseph Snyder,lynchchristina@example.net,001-634-613-0850x58123,"4835 Shelly Ferry, Harrismouth, TX 39188",Potential,Key Supplier,2025-05-20,2025-10-14,4.1
VEN-1169,DataFlow Analytics,IT & Software,Michael Gray,charles19@example.org,769-898-1233x902,"098 Gilmore Trafficway Suite 144, South Philipberg, UT 70137",Onboarding,Key Supplier,2023-03-04,2023-11-19,3.7
VEN-1170,Creative Edge Agency,Marketing & Advertising,David Walker,rramirez@example.org,(561)649-4214,"4182 Hendricks Mill, Thomasbury, MP 72324",Under Review,Niche Supplier,2022-12-28,2023-07-07,3.9
VEN-1171,Creative Edge Agency,Marketing & Advertising,Cory Hayes,mcdonaldchristina@example.org,296.828.4740x55077,"9506 Elizabeth Mills, Bairdton, NM 41545",Inactive,Strategic Partner,2023-03-30,2023-10-22,3.2
VEN-1172,ERP Innovators,IT & Software,Joshua Rojas,johnsonjoseph@example.com,(592)582-2807x083,"70343 Jeffrey Mills Apt. 168, North Kelly, AZ 40342",Onboarding,Strategic Partner,2024-07-11,2025-06-15,2.8
VEN-1173,ERP Innovators,IT & Software,Joshua Jackson,jonathan77@example.com,(689)590-8965x60143,"USNS Wyatt, FPO AA 04058",Active,Transactional,2025-04-02,2025-07-13,4.1
VEN-1174,Industrial Mixers Ltd.,Manufacturing Equipment,Jason Parker,hallchristian@example.net,906-434-8675x4543,"PSC 0532, Box 6192, APO AP 35159",Onboarding,Niche Supplier,2024-06-11,2024-10-13,4.5
VEN-1175,Global Agri-Products,Raw Materials,Ricky Kaufman,sherry24@example.com,(473)573-3588,"4822 Jorge Throughway Suite 730, Ronaldbury, MO 30020",Onboarding,Key Supplier,2023-11-14,2024-11-25,3.1
VEN-1176,Swift Haulage,Logistics & Distribution,Angela Davis,waltonkenneth@example.com,588-691-7120x40846,"187 Thomas Islands, North Brendan, MP 60638",Onboarding,Key Supplier,2024-09-06,2025-08-19,3.7
VEN-1177,Global Agri-Products,Raw Materials,Shawn Davis,karen78@example.com,961.291.1820x751,"61870 Wade Roads Apt. 151, North Julie, SD 81029",Under Review,Key Supplier,2023-12-28,2025-01-04,3.2
VEN-1178,GlassWorks Containers,Packaging,David Snyder,ricealison@example.net,(889)721-3369x249,"1745 Timothy Mission, Warrenside, WY 16673",Active,Transactional,2023-02-16,2024-09-12,4.3
VEN-1179,DataFlow Analytics,IT & Software,Jennifer Thomas,fowlerjeff@example.com,001-852-285-2226x993,"50092 Wang Lake, East Shannonshire, MO 40447",Onboarding,Key Supplier,2022-10-26,2024-04-06,3.1
VEN-1180,Nationwide Freight,Logistics & Distribution,Luis Ward,hollyhenry@example.com,(888)931-2430x26410,"853 Ronald Causeway, Georgeberg, PR 55567",Potential,Niche Supplier,2023-12-17,2023-12-23,4.5
VEN-1181,Global Agri-Products,Raw Materials,Kelly Zuniga,cruzashlee@example.com,566-931-2218x024,"6570 Vaughan Plain Suite 000, East Javierville, ND 39762",Potential,Strategic Partner,2025-05-14,2025-06-22,4.3
VEN-1182,Industrial Mixers Ltd.,Manufacturing Equipment,Kayla Peterson,gallaghershannon@example.com,001-221-438-7653x4540,"8565 Alexis Village, New Nicolehaven, MP 50389",Active,Key Supplier,2025-01-11,2025-02-13,4.7
VEN-1183,Brand Builders Co.,Marketing & Advertising,Monique Dominguez,vwaters@example.net,559-546-9814,"532 Hernandez Ramp Apt. 548, Grossshire, DC 96886",Potential,Transactional,2024-03-30,2024-08-30,4.0
VEN-1184,ColdChain Logistics,Logistics & Distribution,Jamie Malone,amy82@example.org,461.240.5000x5017,"5333 Rivera Isle, Elizabethville, SC 57131",Active,Transactional,2023-09-02,2024-01-30,3.4
VEN-1185,Eco Plastics Inc.,Packaging,David Johnson,jjackson@example.com,(470)254-6817x296,"PSC 6153, Box 2892, APO AE 51722",Under Review,Transactional,2024-06-04,2025-03-09,3.9
VEN-1186,Global Agri-Products,Raw Materials,Sandra Ayers,lisa93@example.net,(944)232-0437,"PSC 4128, Box 3271, APO AP 91107",Active,Strategic Partner,2024-11-01,2025-02-19,3.7
VEN-1187,Swift Haulage,Logistics & Distribution,William Cobb,jonesjoyce@example.net,611-964-4076,"949 Julie Walk, Port Meganside, KY 38406",Active,Key Supplier,2023-02-09,2024-07-29,3.6
VEN-1188,Line Automation Systems,Manufacturing Equipment,Nicole Santana,gmitchell@example.com,+1-589-941-6552x29495,"0731 Kelly Centers Suite 360, Lewisburgh, KS 09601",Active,Strategic Partner,2023-11-29,2023-12-21,3.4
VEN-1189,ERP Innovators,IT & Software,Javier Reese,andersonphillip@example.org,+1-242-530-3488x582,"089 Hayes Mountain Apt. 702, Port Ashley, KS 57335",Under Review,Strategic Partner,2023-10-18,2024-04-11,3.8
VEN-1190,Creative Edge Agency,Marketing & Advertising,Carrie Meza,snyderpaul@example.net,935.920.2746,"8747 Emily Throughway Apt. 436, Carolynberg, NY 77900",Onboarding,Strategic Partner,2023-01-17,2025-05-01,4.9
VEN-1191,Nationwide Freight,Logistics & Distribution,Chad Oneill,lpowell@example.org,001-863-965-3996x3415,"240 Nguyen Divide, Taylorbury, NY 39748",Inactive,Transactional,2024-03-24,2025-09-26,3.6
VEN-1192,ERP Innovators,IT & Software,Henry Ortiz,jacob81@example.com,645-790-9062,"5960 Mary Shoal, Port Tracy, ND 12418",Under Review,Key Supplier,2024-11-28,2025-06-10,4.4
VEN-1193,PackRight Solutions,Packaging,Anna Gray,thuerta@example.net,5217833085,"635 Tina Causeway, West Richardburgh, WI 73118",Onboarding,Niche Supplier,2024-04-01,2024-08-09,4.1
VEN-1194,Global Agri-Products,Raw Materials,Charles West,marshallmatthew@example.com,(503)710-8596x9991,"4356 Beverly Spur, West Cheyenneburgh, DE 54318",Potential,Transactional,2022-11-02,2025-01-25,4.4
VEN-1195,Industrial Mixers Ltd.,Manufacturing Equipment,Jordan Jones,harrisonrachel@example.com,(884)473-9355x1401,"85468 Nicole Rapid, West Stevestad, IN 91400",Potential,Key Supplier,2024-10-21,2025-06-05,3.0
VEN-1196,Swift Haulage,Logistics & Distribution,Mrs. Gabriela Cantu,garciaanthony@example.com,001-378-510-0465x077,"207 Olivia Light Apt. 706, Saraview, KY 65978",Onboarding,Key Supplier,2024-04-20,2025-01-27,4.6
VEN-1197,ERP Innovators,IT & Software,Samantha Gallagher,sarah32@example.net,+1-354-681-4807,"599 Austin Walk Suite 792, New Amyfort, IN 53172",Onboarding,Key Supplier,2025-06-29,2025-10-07,3.7
VEN-1198,Line Automation Systems,Manufacturing Equipment,Dakota Hendrix,nicholassteele@example.net,860-821-3674x186,"222 Amanda Tunnel, Lake Jeremy, SC 96388",Inactive,Strategic Partner,2025-07-30,2025-08-05,4.8
VEN-1199,SecureNet IT Solutions,IT & Software,George Franklin,ajohnson@example.org,665-396-3063x29822,"PSC 7056, Box 7706, APO AP 59295",Potential,Niche Supplier,2024-03-31,2024-10-01,2.9
VEN-1200,Industrial Mixers Ltd.,Manufacturing Equipment,Chris Bowers,wsimpson@example.org,001-658-590-7137x9895,"0222 Ryan Spur, South Sophia, AS 88683",Onboarding,Transactional,2023-04-15,2024-09-25,3.5
VEN-1201,Brand Builders Co.,Marketing & Advertising,Daniel West,heatherbailey@example.net,577-420-3705x514,"88654 Michelle Shoals, Davidstad, IN 30080",Inactive,Transactional,2025-05-29,2025-07-30,4.6
VEN-1202,ERP Innovators,IT & Software,Jeremy Middleton,christina21@example.org,305-204-2362x68646,"Unit 9651 Box 1153, DPO AE 87043",Under Review,Niche Supplier,2024-04-03,2024-10-10,4.7
VEN-1203,PackRight Solutions,Packaging,Cathy Hull,renee38@example.net,(572)386-4354x870,"55500 William Valleys Apt. 491, Alexanderfort, VT 07267",Inactive,Transactional,2023-12-22,2025-04-28,3.1
VEN-1204,Sugar & Spice Corp,Raw Materials,Scott Roberts,weissleonard@example.com,4826535240,"241 Bell Underpass Apt. 096, Wilsonport, MP 19201",Active,Transactional,2023-10-27,2024-10-09,3.2
VEN-1205,Farm Fresh Organics,Raw Materials,Janet Case,xbuckley@example.net,3917383954,"31639 Samantha Causeway Apt. 701, Jacquelinechester, HI 90461",Active,Niche Supplier,2024-11-14,2025-06-11,3.9
VEN-1206,Global Agri-Products,Raw Materials,Oscar Mitchell,atkinsonjames@example.org,+1-954-925-8598x794,"5553 Natalie Brooks, Port Suzanneton, VT 88642",Inactive,Strategic Partner,2024-01-19,2025-04-04,4.1
VEN-1207,DataFlow Analytics,IT & Software,Michele Crawford,chavezjoseph@example.com,715.254.0078x373,"1246 Miranda Isle, Coxberg, NM 17837",Inactive,Key Supplier,2024-04-04,2024-08-06,4.5
VEN-1208,ColdChain Logistics,Logistics & Distribution,James Rangel,jenniferpage@example.com,963-701-9057x67762,"97645 Jennifer Plaza Suite 031, New Tammytown, CT 15292",Onboarding,Niche Supplier,2025-02-07,2025-05-13,4.9
VEN-1209,Swift Haulage,Logistics & Distribution,James Davis,bowenjon@example.com,339.830.2196x57939,"35366 Hubbard Extensions Apt. 292, Colehaven, IL 74878",Potential,Niche Supplier,2025-02-22,2025-09-06,3.0
VEN-1210,Industrial Mixers Ltd.,Manufacturing Equipment,Lawrence Elliott,jonesjason@example.com,+1-765-991-8767x344,"USS Ward, FPO AA 15625",Under Review,Niche Supplier,2023-06-05,2023-07-29,4.5
VEN-1211,GlassWorks Containers,Packaging,Randall Garcia,jeremy59@example.net,752.984.5161x74064,"758 Ray Locks Apt. 419, Vasquezborough, NY 90138",Inactive,Strategic Partner,2025-01-31,2025-03-08,4.3
VEN-1212,Farm Fresh Organics,Raw Materials,Erik Black,rodrigueztroy@example.net,(833)556-3420x07629,"521 Brooks Squares, Michaelstad, VA 20950",Onboarding,Key Supplier,2023-03-29,2024-10-09,3.5
VEN-1213,Brand Builders Co.,Marketing & Advertising,Andrew Brown,gnguyen@example.org,+1-624-875-0792x510,"66428 Abigail Pine, Wrightburgh, OR 95914",Under Review,Key Supplier,2024-02-21,2025-08-06,2.7
VEN-1214,Nationwide Freight,Logistics & Distribution,Traci Roman,nicholasdavis@example.net,627.263.0742x98554,"4784 Jessica Parkways, Jonesborough, UT 80554",Potential,Transactional,2023-10-06,2025-03-02,3.5
VEN-1215,Eco Plastics Inc.,Packaging,Carol Martin,swansonstacy@example.org,(625)248-5907x2065,"504 Whitehead Flat Suite 186, New Kevinton, RI 22646",Onboarding,Transactional,2025-07-24,2025-08-01,4.7
VEN-1216,Sugar & Spice Corp,Raw Materials,Matthew Reid,murphymichael@example.org,+1-524-419-3388x56186,"2840 Sara Fork, West Laura, UT 61726",Onboarding,Strategic Partner,2024-11-28,2025-03-16,3.0
VEN-1217,Eco Plastics Inc.,Packaging,Amy Barnes MD,campbelljennifer@example.org,336-722-2268x0824,"8120 Monica Junction, Bryanburgh, MA 71760",Under Review,Transactional,2024-01-01,2024-10-19,4.3
VEN-1218,PackRight Solutions,Packaging,Kurt Griffin,weberedward@example.net,421-207-1361x8135,"834 Parker Alley, Smithstad, MN 70017",Onboarding,Strategic Partner,2022-11-05,2023-02-14,5.0
VEN-1219,PackRight Solutions,Packaging,Larry Marshall,barbara67@example.net,(949)837-4602,"92961 Sarah Cove Suite 259, Lake Veronicashire, NV 86014",Inactive,Transactional,2023-08-18,2023-12-13,3.8
VEN-1220,Industrial Mixers Ltd.,Manufacturing Equipment,Laura Stewart,claire83@example.com,001-968-815-9369x898,"506 Jennifer Cape Apt. 424, Lake Williamfurt, WI 33717",Inactive,Key Supplier,2023-11-01,2025-03-19,4.5
VEN-1221,Sugar & Spice Corp,Raw Materials,Kyle Johnson,vserrano@example.net,001-455-372-9774x37313,"022 Davis Prairie, New Sue, ME 14875",Potential,Key Supplier,2023-08-27,2024-04-29,2.6
VEN-1222,Creative Edge Agency,Marketing & Advertising,Cynthia Martin,amanda30@example.org,324-551-8734,"56609 Randall Route, North Brianfort, ID 56564",Onboarding,Transactional,2025-04-30,2025-08-21,2.7
VEN-1223,SecureNet IT Solutions,IT & Software,Zoe Keith,heather36@example.org,242.648.9309,"58678 Richard Trail Apt. 185, North Steven, NY 21121",Onboarding,Transactional,2025-08-21,2025-08-23,4.0
VEN-1224,GlassWorks Containers,Packaging,Charles Chambers,carrie90@example.com,(214)903-6749x9784,"8976 Brooks Ville, North Alexander, AR 74967",Potential,Transactional,2024-06-24,2025-08-09,2.7
VEN-1225,ProPack Machinery,Manufacturing Equipment,Rebecca Lozano,xcruz@example.com,+1-882-285-9175x11882,"2674 Wright Spurs, Carrland, VA 73607",Onboarding,Key Supplier,2024-01-26,2024-12-26,3.2
VEN-1226,Sugar & Spice Corp,Raw Materials,Kimberly Phillips,jpowers@example.org,747-978-8890x046,"53634 Angela Villages Suite 938, West Michaelfort, VI 91611",Onboarding,Transactional,2023-03-31,2025-04-24,4.4
VEN-1227,Sugar & Spice Corp,Raw Materials,Shannon Bauer,reginald07@example.com,306-596-2928,"615 Eric Plains Apt. 869, New Janetfurt, KS 06971",Onboarding,Key Supplier,2023-09-09,2024-11-01,3.7
VEN-1228,Global Agri-Products,Raw Materials,Christy Ortiz DDS,erika40@example.net,(719)778-4792,"8496 Anthony Drive, Patrickstad, OH 11311",Under Review,Key Supplier,2025-05-08,2025-05-15,4.7
VEN-1229,ERP Innovators,IT & Software,Sylvia Santiago,christinanichols@example.org,300-352-1139x965,"0065 Deborah Plain, Port Russell, ID 10758",Inactive,Strategic Partner,2024-10-14,2025-04-05,3.8
VEN-1230,ProPack Machinery,Manufacturing Equipment,Jennifer Torres,clarklisa@example.net,874-763-7654x42935,"5579 Tara Manors Suite 438, Madisonland, KY 55068",Active,Key Supplier,2024-11-06,2025-07-25,2.9
VEN-1231,Nationwide Freight,Logistics & Distribution,Gerald Smith,bennettjimmy@example.org,766-293-3294x18944,"87304 Barrett Stravenue, Roberttown, WA 04120",Potential,Transactional,2022-10-31,2023-10-11,4.6
VEN-1232,SecureNet IT Solutions,IT & Software,Dr. Zachary Smith,tanya48@example.com,419.373.3075x95748,"495 Williams Streets Suite 493, New Jessicaburgh, MT 06573",Onboarding,Key Supplier,2024-12-15,2025-03-18,4.8
VEN-1233,Farm Fresh Organics,Raw Materials,Andrew Jones,swansontaylor@example.net,875.608.5816,"0456 Thomas Fall Suite 461, Port Carol, ME 81927",Active,Transactional,2023-05-11,2024-03-24,3.9
VEN-1234,Line Automation Systems,Manufacturing Equipment,Paul Ortiz,angelamartin@example.net,867.668.4242x1466,"92914 Mclaughlin Pass Suite 222, Maryville, IN 27250",Active,Niche Supplier,2024-07-02,2024-09-19,4.6
VEN-1235,Industrial Mixers Ltd.,Manufacturing Equipment,Darlene Conway,meganmartinez@example.net,+1-225-460-2107x553,"84151 James Trail Apt. 123, Michaelstad, UT 59598",Inactive,Niche Supplier,2025-09-11,2025-09-20,2.5
VEN-1236,Global Agri-Products,Raw Materials,Kyle Bailey,schultzjames@example.com,(234)201-1073,"48089 Rebecca Mission, Thomasmouth, PA 63280",Inactive,Key Supplier,2023-09-15,2024-03-06,4.9
VEN-1237,Brand Builders Co.,Marketing & Advertising,Ashley Cunningham,caldwellangela@example.com,001-292-528-4318,"1597 Curry Streets, New David, FL 38067",Potential,Strategic Partner,2024-12-01,2025-08-12,2.8
VEN-1238,Nationwide Freight,Logistics & Distribution,Nicholas Jones,kyle12@example.net,356.672.1961x66206,"58910 Julia Divide Suite 487, Morenoborough, GU 50843",Potential,Transactional,2024-12-15,2025-04-16,4.8
VEN-1239,DataFlow Analytics,IT & Software,Laurie Ramirez,egallagher@example.org,(327)207-8329x093,"282 Haley Manors Apt. 008, East Henryfurt, NM 11406",Inactive,Transactional,2024-05-27,2025-03-25,3.3
VEN-1240,ERP Innovators,IT & Software,Taylor Thompson,david57@example.net,896.200.3997,"465 George Rapids Apt. 766, Lake Vanessahaven, AL 14707",Active,Key Supplier,2025-03-15,2025-05-31,3.7
VEN-1241,ERP Innovators,IT & Software,Donna Thompson,cassie56@example.com,971.913.3034x6812,"84744 Joseph Summit Apt. 241, Lindseyland, TN 71210",Inactive,Transactional,2023-04-08,2025-01-29,4.6
VEN-1242,ColdChain Logistics,Logistics & Distribution,Michelle Chang,sethward@example.net,+1-200-311-1874x4963,"878 Coleman Turnpike Suite 276, Lake Michaelville, PR 93833",Active,Transactional,2024-09-10,2025-02-19,2.6
VEN-1243,Swift Haulage,Logistics & Distribution,Ashley Thompson,marcher@example.net,216-792-9343x455,"1194 Tom Spring, East Reginaborough, OH 36987",Potential,Key Supplier,2025-06-25,2025-10-12,4.5
VEN-1244,Swift Haulage,Logistics & Distribution,Suzanne Miller,masseynicholas@example.com,6585375651,"9025 Douglas Street Suite 904, Thomasbury, PA 70985",Inactive,Niche Supplier,2025-07-10,2025-09-09,3.4
VEN-1245,Global Agri-Products,Raw Materials,Krystal Scott,jwest@example.com,556-264-3768,"6511 Jeffrey Corner Suite 813, Lake Samuel, CO 26354",Inactive,Niche Supplier,2023-09-29,2023-11-23,2.8
VEN-1246,Industrial Mixers Ltd.,Manufacturing Equipment,Amanda Crawford,valeriedunn@example.net,001-711-583-4174x590,"70273 Curry Ford Apt. 515, Lake Paulashire, UT 05249",Under Review,Niche Supplier,2025-06-25,2025-07-13,3.5
VEN-1247,ProPack Machinery,Manufacturing Equipment,Robert Hawkins,steven01@example.org,738-219-4261,"071 Jones Garden Apt. 714, Lawrencefurt, AL 29660",Potential,Key Supplier,2024-02-14,2025-01-07,2.7
VEN-1248,ColdChain Logistics,Logistics & Distribution,Catherine Ramirez,johnathan59@example.org,001-556-980-8764,"5274 Benjamin Cliffs Apt. 524, Lake Fredview, CO 32170",Under Review,Key Supplier,2023-02-17,2025-01-10,4.4
VEN-1249,Brand Builders Co.,Marketing & Advertising,Timothy Perez,lauren68@example.com,863.811.1716,"769 David Stream Suite 223, West Travis, WV 47172",Active,Niche Supplier,2023-06-08,2024-01-09,4.2
VEN-1250,Industrial Mixers Ltd.,Manufacturing Equipment,Eddie Benson,meghan35@example.com,+1-935-986-5904x202,"13610 Thompson Grove, North Andrew, GA 81837",Active,Transactional,2024-01-27,2025-01-21,2.9
VEN-1251,Line Automation Systems,Manufacturing Equipment,Levi Patterson,carpenterjames@example.com,+1-722-745-2097x932,"USS Mcconnell, FPO AE 54482",Onboarding,Transactional,2023-05-10,2025-09-20,3.3
VEN-1252,Creative Edge Agency,Marketing & Advertising,Nathan Moore,robinsondaniel@example.org,001-449-850-9536,"7556 Miguel Dam, West Donald, MA 93765",Potential,Niche Supplier,2024-05-03,2024-09-26,3.7
VEN-1253,ProPack Machinery,Manufacturing Equipment,Cindy Adams,steventodd@example.org,974.825.2796x3809,"PSC 4493, Box 3956, APO AP 48056",Inactive,Strategic Partner,2022-12-02,2022-12-05,2.7
VEN-1254,GlassWorks Containers,Packaging,Kyle Lambert,linda20@example.com,(394)662-6087x915,"56231 Thomas Circle Suite 673, East Nicoleton, MN 82972",Potential,Key Supplier,2024-07-01,2024-12-30,4.1
